deal,image,location,price,shop,title
,,,600.00,,"稻香村月饼礼盒 蛋黄豆沙五仁多口味月饼团购 稻香盛世 720g
				全国顺丰急速发货，北京同城闪送可2小时达"
,,,12.90,,卢师傅（LuShiFu） 花生酥月饼广式椰蓉散装多口味月饼永城特产传统糕点零食75g*4个 花生酥 75克*4枚
,,,168.00,,京东超市宫颐府礼 广式榛仁巧克力广式香辣牛肉味五仁豆沙月饼礼盒750g/盒
,,,188.00,,"好时（Hershey's） 好时巧克力中秋月饼礼盒广式月饼 圆满好时光月饼礼盒660g
				迎中秋，点击进入月饼礼盒专区，十大月饼品牌任你选，团购热线：021-60496010"
,,,268.00,,"美心 香港美心月饼精装八宝礼盒低糖蛋黄莲蓉果仁豆沙月饼中秋送礼
				【购物须知】月饼为季节性产品，不支持七天无理由退换货，如无其他问题，不支持退换货、拒收"
,,,119.00,,"京东超市帝辉 中秋月饼礼盒鸿福皇品1030g/盒
				京东自营，零食好货嗨翻天好货在这里，手指 戳一下立享优惠"
,,,188.00,,【下单立减20】2018中秋香港高档流心奶黄蛋黄月饼广式糕点网红散装送礼流心月饼礼盒
,,,149.00,,"新款中秋巧克力月饼礼盒装冰皮散装多口味冰皮月饼送礼铁盒团购包邮 【顺丰】爱心如初月饼礼盒
				顺丰配送【双层流心奶黄月饼】直降80元  数量有限 即将涨价》"
,,,148.00,,利口福 广州酒家月饼 欢乐一家月饼礼盒761g/盒 蛋黄莲蓉豆沙蛋黄果仁中秋送礼福利广式月饼礼盒
,,,68.00,,"华美月饼礼盒 时尚品味月饼礼盒620g 蛋黄白莲蓉水果多口味广式中秋月饼
				【中秋佳礼】十大月饼品牌授权销售，点击进入专区选购！团购热线：021-60525016"
,,,318.00,,"福临门 中粮中秋大礼包中秋礼盒礼品杂粮月饼礼盒米面粮油 318型3100g+1650ml
				企业采购可定制logo东北五常杂粮 团购优惠请致电400-610-1360转958504"
,,,14.80,,"樂豊 月饼散装多口味五仁老式独立包装187.5g 皇：双黄白莲蓉187克/只
				广式月饼"
,,,9.90,,"中秋广式蛋黄莲蓉味月饼散装老式手工月饼团购批发100gx2只
				皮薄馅多，口感丰富，新鲜日期"
,,,69.80,,"滇园  滇式火腿月饼 云腿+蛋黄80克*10枚散装 云南特产传统糕点零食
				节前囤货时2件8折，3件7折等更多爆款直降促销"
,,,58.00,,广州酒家 中秋月饼礼盒 广式月饼 花城锦绣 新口味3口味
,,,59.80,,"云腿月饼10枚x80g礼盒 云南特产中秋火腿蛋黄月饼 滇式酥皮月饼团购送礼 精制云腿10枚X80克/盒
				中秋云腿月饼礼盒、散装、多种口味！传统工艺云南味道！日期新鲜，质保45天！"
,,,138.00,,"【京东自有品牌】八享时中式月饼礼盒720g 奶黄蛋黄莲蓉紫薯 中秋好礼 广式月饼
				中秋月饼礼盒199-100！携手五星级酒店厂家制作！精选洞庭湖麻鸭咸蛋黄、当季湘莲等原料，馅多充盈，满口酥香！尽享9种传统口味！新品上市，99元任选4件超值购！"
,,,39.90,,"京东超市荣华月饼蛋黄白莲蓉月饼礼盒 玲珑月 260g/盒
				【京东自营 品质保障】厂家直供，货到付款 ，可开发票京东配送，可开发票"
,,,15.80,,樂豊 【香港天地壹品】双黄白莲蓉月饼散装多口味 天：双黄白莲蓉185克/只
,,,118.00,,"中粮中秋礼盒中秋礼品月饼粮油米面杂粮坚果组合大礼包 118型3536g+900ml
				请联系客服 团购有优惠"
,,,508.00,,"【限时3件7折】首农自选礼品册二十选一礼品卡2018中秋国庆节日提货券 零伍款
				【低至3件7折，领券减】【七仓京配】【发票单独快递】更多【优惠】点击>>>"
,,,29.90,,乐琪月饼礼盒金悦蛋黄鲍鱼五仁月饼礼盒480g
,,,138.00,,"华美 月饼礼盒装蛋黄莲蓉 金秋福礼860g
				【京东7仓配送时效无忧】团购享优惠400-610-1360转622708"
,,,88.00,,知心奶奶无蔗糖月饼礼盒装中秋节日广式传统木糖醇五仁豆沙黑芝麻蛋黄无糖精零食品糖尿人送礼品中老年人 8饼4味月饼礼盒
,,,199.00,,"稻香村月饼礼盒 御月860g
				可开发票"
,,,213.60,,"Member's Mark 五仁火腿月饼 金腿伍仁月饼 185g*4 广式月饼礼盒
				国庆出游囤货惠，领券199减30，部分低至买1送1"
,,,138.00,,"广州酒家 浓情食品大礼包 蛋黄纯白莲蓉月饼腊肠香米 月饼礼盒中秋送礼广东
				广州酒家官方旗舰店，正品保障，月饼抢先购，量大更优惠，可提供发票，详情咨询在线客服~"
,,,286.40,,"哈根达斯 月饼 冰淇淋月饼券 提货券 全国通用 圆满臻萃358元
				9月24日前仅限北京地区兑换哦！9月25日以后全国通用，月饼券已延期至10月30日"
,,,63.00,,麦轩 中秋月饼如意四喜月饼礼盒蛋黄白莲蓉广式月饼420g团购伴手礼月饼 如意四喜420g
,,,168.00,,"中秋节月饼团购送礼多口味水果冰皮手工diy刻字网红巧克力礼盒装 发顺丰
				情人节巧克力礼盒装手工创意定制diy刻字生日礼物 顺丰配送 冰袋护航"
,,,138.00,,"冠生园月饼礼盒  锦绣华月提篮礼盒750g 椰蓉莲蓉豆沙广式月饼 中秋月饼礼盒
				迎中秋，点击进入月饼礼盒专区，十大月饼品牌任你选，团购热线：021-60496010"
,,,8.60,,京东超市日威 蛋黄豆沙月饼 125克
,,,39.90,,"好想你满199减120 中秋月饼60g*2 红枣流心酥饼巧克力流心月饼 台式月饼 糕点零食
				【健康丰收季】健康食品好想你 更有部分爆款满199减120 速戳"
,,,188.00,,杏花楼 新花好月圆月饼礼盒900g  中华老字号 中秋月饼礼盒  广式月饼
,,,58.00,,"五芳斋 中秋月饼礼盒 节日团购中秋送礼礼品 苏式月饼 椒盐黑麻玫瑰百果细沙月饼多口味 五芳家锦400g
				点击进入月饼礼盒专区，广州酒家、元朗荣华等十大品牌任选，团购热线：021-60496010"
,,,98.00,,"桃李幸福人家月饼礼盒 广式五仁红豆沙多口味中秋月饼礼盒团购批发100g*6块
				【部分199-100】中秋福利抢“鲜”购，桃李、中之杰、中华老字号鼎丰真、福宁月饼等中秋月饼品牌，部分低至199-100速来抢购"
,,,258.00,,"【限时3件7折】中粮2018中秋节日福利礼品米面油蜂蜜熟食干果月饼大礼包2选1提货券 健康心福礼B款
				【低至3件7折，领券减】【七仓京配】【发票单独快递】更多【优惠】点击>>>"
,,,90.00,,杏花楼 嫦娥铁盒月饼礼盒800g 中华老字号 中秋月饼礼盒 广式月饼送礼品袋
,,,119.00,,京东超市帝辉 中秋月饼礼盒富贵福星 1020g/盒
,,,358.00,,"京东超市澳门英记金腿五仁中秋月饼礼盒套装(720g)广式传统口味 中秋送礼 礼盒团购
				金腿五仁月饼礼盒，经典口味手工制作，澳门原装进口中秋好礼！迎国庆，全球美食嘉年华，低至满199减100，点击查看！"
,,,14.80,,"金顺昌 中秋月饼礼盒广式月饼团购福利月饼五仁叉烧五仁火腿蛋黄白莲蓉.蛋黄红莲蓉月饼 蛋黄白莲蓉125Ｇ
				清仓价，拍够3个送1个配礼盒"
,,,35.00,,"买2减5元 吉庆祥 云腿中秋月饼袋装百年品牌 中华老字号 云南特产传统糕点300克
				50克/枚*6枚 |始于1907年 |4代人匠心传承 |坚持手工制饼"
,,,128.00,,"佳宁娜 潮式迷你鸳鸯月饼蛋黄莲蓉酥皮芋蓉混合装中秋月饼360g
				顺丰速派、团购联系客服15999533873"
,,,168.00,,"元朗荣华月饼礼盒（WINGWAH） 香港元朗荣华双黄白莲蓉月饼740g 中秋月饼礼盒广式蛋黄莲蓉月饼
				迎中秋，点击进入月饼礼盒专区，十大月饼品牌任你选，团购热线：021-60496010"
,,,23.80,,"【皇上皇酒家】广式散装月饼187.5g 中秋月饼 单黄双黄莲蓉五仁豆沙月饼 传统广东月饼 买二送二 单黄莲蓉187.5g  X 2个
				正宗广式月饼，传统工艺，健康选材，团购更享优惠，咨询热线：15112810592 伍生"
,,,318.00,,"福临门 中粮大礼包月饼礼盒中秋礼盒中秋礼品杂粮礼盒中秋大礼包米面粮油 318型
				新品尝鲜价,厂家直供,团购可优惠,可代发货,团购热线:4006101360转388366"
,,,118.00,,"中粮大礼包 杂粮礼盒 中秋月饼米面粮油组合礼盒 吉庆有余 158型
				中秋节后发货"
,,,318.00,,"福临门 中粮中秋大礼包中秋礼盒礼品杂粮月饼礼盒米面粮油 318型3760g+1650ml
				定制月饼提货券，团购更优惠18500402878"
,,,199.00,,盛园祥 广式月饼1000g中秋节送礼 壹品富贵月饼礼盒10枚装中秋礼品 中秋大礼包 壹品富贵礼盒
,,,15.90,,"金苹果 月光香颂礼盒蛋黄五仁椰蓉豆沙广式中秋月饼礼盒送礼团购 月光香颂月饼礼盒350g【无礼袋】
				广式传统月饼礼盒350g5饼5味，400g4饼2味，买就送简易礼盒装"
,,,138.00,,"五芳斋 月饼礼盒 五芳萌语 520g 迪士尼月饼 中秋送礼
				五芳糯团圆，中秋月饼限时抢购，全场低至9.9元"
,,,39.90,,月饼 东望洋金秋贡月六黄莲蓉月饼礼盒800g
,,,209.00,,"爱心东东迪士尼（Disney） 经典黑皮月饼礼盒 广式五仁月饼 中秋节礼物 月饼团购八粒装送刀叉中秋节大礼包
				迪士尼正品授权，精美月饼礼盒，团购量大价格从优，详询在线客服~"
,,,15.00,,"京东超市俏香阁 中秋月饼礼盒手提袋
				【俏香阁京东自营】特惠好礼，超值坚果零食汇，美味专享 爆款199减100更多优惠点这里哦》》"
,,,39.00,,"鼎丰真 东北特产 京式黑芝麻月饼 饼干糕点 内装4块 500g
				【部分199-100】中秋福利抢“鲜”购，桃李、中之杰、中华老字号鼎丰真、福宁月饼等中秋月饼品牌，部分低至199-100速来抢购"
,,,128.00,,"京东超市荣华（ronghua） 荣华月饼龙翔盛世月饼双黄纯正白莲蓉月饼礼盒2018 荣华纯正双黄白莲蓉608g
				除精品礼盒为60保质期外 其余为90天保质期"
,,,69.90,,"付翔中秋手工土月饼手提礼盒 陕西特产枣泥八宝味炉馍24粒2.4斤 八宝+枣泥 双口味
				中国糕饼 陕北传统土月饼 24粒"
,,,39.80,,"稻香村（DAOXIANGCUN） 月饼礼盒 中秋节礼品广式蛋黄莲蓉多口味月饼礼盒 稻香心意510G 情满稻香420g
				单位采购更优惠 团购经理电话15010431715"
,,,108.00,,"好时（Hershey's） 好时巧克力中秋月饼礼盒广式月饼 桃山系列 星月璀璨月饼礼盒360g
				预售，迎中秋，点击进入月饼礼盒专区，十大月饼品牌任你选"
,,,3.50,,"中秋广式月饼 蛋黄莲蓉豆沙芝麻老式五仁水果味无礼盒散装多口味手工食品100g 莲蓉
				8个包邮，买10送1，企业团购可议价：13067751255"
,,,99.00,,"广州酒家月饼礼盒 名家尚品690g 蛋黄白莲蓉月饼黑芝麻蛋黄月饼等多口味中秋送礼礼盒
				点击进入月饼礼盒专区，广州酒家、元朗荣华等十大品牌任选，团购热线：021-60496010"
,,,108.00,,"杏花楼 金牌铁盒月饼礼盒680g 中华老字号 中秋月饼礼盒 广式月饼
				典雅牡丹印绘礼盒 节日气息浓郁"
,,,69.00,,"小猪佩奇月饼礼盒 中秋团购 合家欢（乳酪风味） 280g
				假装是个孩子系列  社会人"
